0.635556,0.857778,0.1400000,2.000000
0.367407,0.441481,0.1000000,1.000000
0.280000,0.582222,0.030000,0.500000
0.457778,0.582222,0.020000,0.500000
0.279259,0.591111,0.020000,2.000000
0.268889,0.633333,0.030000,2.000000
0.276667,0.591111,0.030000,2.000000
0.444444,0.591111,0.030000,2.000000
0.595556,0.537778,0.030000,0.500000
0.595556,0.927407,0.1500000,0.500000
0.398519,1.002963,0.1500000,3.000000
0.459259,0.868148,0.1500000,1.000000
0.459259,1.001481,0.1500000,1.000000
0.637037,0.524444,0.130000,4.000000
0.290370,0.524444,0.030000,4.000000
0.583704,0.551111,0.0200000,3.000000
0.297778,0.595556,0.100000,2.000000
0.273704,0.594074,0.100000,0.500000
0.273704,0.620741,0.020000,0.500000
0.450370,0.537778,0.020000,1.000000
0.288889,0.573333,0.020000,1.000000
0.490370,0.291852,0.020000,2.000000
0.525926,0.011852,0.250000,0.000000
0.472593,0.322963,0.250000,0.000000
0.525926,0.022222,0.300000,1.000000
0.632593,0.848889,0.300000,1.000000
0.421037,0.939556,0.0200000,1.000000
0.259852,0.929482,0.010000,0.500000
0.128889,0.929482,0.0100000,1.000000
0.370667,0.939556,0.010000,0.200000
0.219556,0.929482,0.030000,0.000000
0.209482,0.879111,0.020000,0.000000
0.330371,0.758222,0.020000,0.000000
0.390815,0.536593,0.030000,0.000000
0.310223,0.556741,0.0200000,0.000000
0.451260,0.556741,0.0200000,0.000000
0.199408,0.415704,0.020000,0.000000
0.058371,0.445926,0.000000,3.000000
0.390815,0.496296,0.0200000,0.000000
0.350519,0.566815,0.0200000,0.000000
0.320297,0.526519,0.020000,0.000000
